Customer_ID,Age,Gender,Nationality_Type,Loyalty_Member
CUST1408,41.0,Male,Expat,No
CUST1409,27.0,Male,Expat,No
CUST1410,37.0,Male,Expat,No
CUST1411,38.0,Female,Expat,Yes
CUST1412,46.0,Female,Expat,No
CUST1413,20.0,Male,Expat,Yes
CUST1414,39.0,Female,Expat,Yes
CUST1415,24.0,Male,Expat,No
CUST1416,24.0,Male,Expat,No
CUST1417,31.0,Female,Expat,No
CUST1418,31.0,Female,Expat,Yes
CUST1419,32.0,Male,UAE National,No
CUST1420,42.0,Female,UAE National,No
CUST1421,35.0,Female,Expat,No
CUST1422,,Male,Expat,Yes
CUST1423,26.0,Female,Expat,Yes
CUST1424,26.0,Male,Expat,No
CUST1425,26.0,Female,Expat,Yes
CUST1426,33.0,Female,Expat,No
CUST1427,26.0,Female,Expat,No
CUST1428,19.0,Female,Expat,No
CUST1429,31.0,Female,Expat,No
CUST1430,39.0,Female,Expat,No
CUST1431,37.0,Female,UAE National,Yes
CUST1432,29.0,Female,Expat,No
CUST1433,,Female,Expat,Yes
CUST1434,32.0,Male,Expat,No
CUST1435,41.0,Male,Expat,No
CUST1436,25.0,Male,Expat,Yes
CUST1437,18.0,Female,UAE National,No
CUST1438,40.0,Female,UAE National,No
CUST1439,26.0,Male,Expat,No
CUST1440,35.0,Female,Expat,No
CUST1441,25.0,Female,Expat,Yes
CUST1442,26.0,Female,Expat,No
CUST1443,18.0,Male,Expat,Yes
CUST1444,25.0,Male,Expat,No
CUST1445,26.0,Male,UAE National,Yes
CUST1446,19.0,Male,Expat,Yes
CUST1447,22.0,Female,Expat,Yes
CUST1448,39.0,Male,Expat,No
CUST1449,27.0,Male,Expat,No
CUST1450,27.0,Female,UAE National,No
CUST1451,35.0,Female,UAE National,No
CUST1452,49.0,Male,Expat,No
CUST1453,32.0,Female,Expat,Yes
CUST1454,30.0,Male,Expat,No
CUST1455,34.0,Female,Expat,No
CUST1456,38.0,Female,UAE National,Yes
CUST1457,28.0,Male,Expat,No
CUST1458,36.0,Female,Expat,Yes
CUST1459,29.0,Male,Expat,No
CUST1460,29.0,Male,Expat,Yes
CUST1461,40.0,Male,Expat,No
CUST1462,32.0,Female,Expat,No
CUST1463,46.0,Female,Expat,No
CUST1464,27.0,Female,Expat,No
CUST1465,34.0,Female,Expat,No
CUST1466,,Female,Expat,No
CUST1467,30.0,Female,Expat,No
CUST1468,,Female,Expat,No
CUST1469,24.0,Male,Expat,No
CUST1470,39.0,Female,Expat,Yes
CUST1471,26.0,Male,Expat,Yes
CUST1472,31.0,Female,Expat,Yes
CUST1473,33.0,Female,Expat,No
CUST1474,32.0,Male,Expat,No
CUST1475,40.0,Male,Expat,No
CUST1476,33.0,Female,Expat,No
CUST1477,27.0,Female,Expat,No
CUST1478,36.0,Female,Expat,No
CUST1479,28.0,Male,Expat,No
CUST1480,32.0,Male,Expat,Yes
CUST1481,45.0,Female,Expat,No
CUST1482,30.0,Female,Expat,Yes
CUST1483,36.0,Male,Expat,No
CUST1484,35.0,Female,Expat,Yes
CUST1485,37.0,Male,Expat,Yes
CUST1486,31.0,Male,Expat,Yes
CUST1487,37.0,Male,Expat,Yes
CUST1488,,Male,Expat,No
CUST1489,31.0,Male,Expat,No
CUST1490,28.0,Female,Expat,No
CUST1491,41.0,Male,Expat,No
CUST1492,32.0,Male,Expat,No
CUST1493,31.0,Female,Expat,No
CUST1494,34.0,Female,Expat,Yes
CUST1495,34.0,Female,Expat,Yes
CUST1496,27.0,Female,Expat,No
CUST1497,27.0,Male,Expat,No
CUST1498,40.0,Female,Expat,Yes
CUST1499,,Male,Expat,Yes
CUST1500,33.0,Male,Expat,Yes
CUST1501,21.0,Female,Expat,Yes
CUST1502,31.0,Male,UAE National,Yes
CUST1503,39.0,Male,Expat,No
CUST1504,23.0,Male,Expat,Yes
CUST1505,23.0,Male,Expat,No
CUST1506,24.0,Female,Expat,Yes
CUST1507,34.0,Female,UAE National,Yes
CUST1508,25.0,Female,Expat,No
CUST1509,32.0,Female,Expat,No
CUST1510,44.0,Female,Expat,No
CUST1511,32.0,Female,UAE National,No
CUST1512,26.0,Male,UAE National,Yes
CUST1513,24.0,Female,Expat,Yes
CUST1514,35.0,Female,Expat,Yes
CUST1515,25.0,Male,Expat,No
CUST1516,38.0,Female,Expat,Yes
CUST1517,42.0,Female,Expat,Yes
CUST1518,27.0,Female,Expat,Yes
CUST1519,31.0,Female,UAE National,No
CUST1520,36.0,Male,Expat,Yes
CUST1521,30.0,Female,Expat,Yes
CUST1522,42.0,Male,UAE National,Yes
CUST1523,27.0,Female,Expat,Yes
CUST1524,34.0,Female,Expat,No
CUST1525,38.0,Female,Expat,Yes
CUST1526,20.0,Male,Expat,Yes
CUST1527,42.0,Male,Expat,No
CUST1528,29.0,Male,Expat,Yes
CUST1529,29.0,Female,Expat,No
CUST1530,24.0,Female,Expat,No
CUST1531,43.0,Male,Expat,No
CUST1532,29.0,Male,Expat,No
CUST1533,38.0,Female,Expat,No
CUST1534,33.0,Female,Expat,Yes
CUST1535,27.0,Male,Expat,Yes
CUST1536,27.0,Female,Expat,No
CUST1537,29.0,Male,Expat,No
CUST1538,35.0,Female,Expat,Yes
CUST1539,30.0,Female,UAE National,Yes
CUST1540,40.0,Female,Expat,No
CUST1541,32.0,Male,Expat,Yes
CUST1542,30.0,Male,Expat,Yes
CUST1543,36.0,Male,Expat,Yes
CUST1544,36.0,Female,UAE National,No
CUST1545,44.0,Female,Expat,Yes
CUST1546,37.0,Male,Expat,No
CUST1547,25.0,Male,Expat,Yes
CUST1548,27.0,Female,UAE National,Yes
CUST1549,18.0,Male,UAE National,No
CUST1550,27.0,Female,Expat,No
CUST1551,40.0,Male,Expat,Yes
CUST1552,33.0,Male,Expat,No
CUST1553,,Female,Expat,No
CUST1554,36.0,Male,Expat,Yes
CUST1555,27.0,Male,Expat,No
CUST1556,47.0,Male,Expat,No
CUST1557,34.0,Female,Expat,Yes
CUST1558,44.0,Female,Expat,No
CUST1559,24.0,Female,Expat,No
CUST1560,18.0,Male,Expat,No
CUST1561,23.0,Female,Expat,Yes
CUST1562,30.0,Female,Expat,Yes
CUST1563,38.0,Male,UAE National,No
CUST1564,,Male,Expat,Yes
CUST1565,22.0,Male,Expat,No
CUST1566,18.0,Female,Expat,No
CUST1567,38.0,Male,Expat,No
CUST1568,40.0,Female,Expat,No
CUST1569,27.0,Male,Expat,No
CUST1570,38.0,Female,UAE National,Yes
CUST1571,29.0,Female,Expat,No
CUST1572,22.0,Male,Expat,No
CUST1573,29.0,Female,Expat,No
CUST1574,37.0,Male,Expat,No
CUST1575,18.0,Female,Expat,No
CUST1576,,Male,UAE National,No
CUST1577,18.0,Male,UAE National,Yes
CUST1578,33.0,Male,Expat,Yes
CUST1579,51.0,Male,Expat,No
CUST1580,42.0,Male,Expat,Yes
CUST1581,32.0,Female,Expat,No
CUST1582,32.0,Male,Expat,No
CUST1583,30.0,Male,Expat,No
CUST1584,52.0,Male,Expat,No
CUST1585,,Male,Expat,No
CUST1586,30.0,Female,Expat,No
CUST1587,25.0,Female,Expat,Yes
CUST1588,36.0,Male,Expat,No
CUST1589,30.0,Male,Expat,Yes
CUST1590,31.0,Male,Expat,Yes
CUST1591,27.0,Female,UAE National,Yes
CUST1592,31.0,Male,Expat,Yes
CUST1593,45.0,Male,UAE National,No
CUST1594,31.0,Male,Expat,No
CUST1595,19.0,Male,Expat,Yes
CUST1596,26.0,Male,Expat,No
CUST1597,27.0,Male,Expat,Yes
CUST1598,41.0,Female,Expat,Yes
CUST1599,30.0,Male,Expat,Yes
CUST1600,45.0,Male,Expat,Yes
CUST1601,46.0,Female,Expat,Yes
CUST1602,33.0,Male,Expat,No
CUST1603,,Male,UAE National,No
CUST1604,29.0,Female,Expat,No
CUST1605,26.0,Male,Expat,No
CUST1606,49.0,Male,Expat,Yes
CUST1607,38.0,Male,Expat,No
CUST1608,31.0,Male,Expat,Yes
CUST1609,33.0,Female,Expat,No
CUST1610,41.0,Male,Expat,Yes
CUST1611,42.0,Male,UAE National,Yes
CUST1612,18.0,Female,Expat,No
CUST1613,33.0,Female,Expat,No
CUST1614,23.0,Male,Expat,No
CUST1615,34.0,Male,Expat,Yes
CUST1616,,Male,Expat,Yes
CUST1617,38.0,Male,UAE National,No
CUST1618,24.0,Female,Expat,No
CUST1619,27.0,Female,Expat,Yes
CUST1620,31.0,Male,Expat,No
CUST1621,30.0,Female,Expat,No
CUST1622,29.0,Female,Expat,No
CUST1623,29.0,Female,Expat,No
CUST1624,31.0,Female,Expat,No
CUST1625,27.0,Female,UAE National,Yes
CUST1626,30.0,Male,Expat,No
CUST1627,38.0,Male,Expat,No
CUST1628,33.0,Male,Expat,Yes
CUST1629,35.0,Female,UAE National,Yes
CUST1630,40.0,Female,Expat,No
CUST1631,38.0,Female,Expat,No
CUST1632,30.0,Male,Expat,Yes
CUST1633,27.0,Male,Expat,No
CUST1634,41.0,Female,Expat,No
CUST1635,28.0,Female,UAE National,Yes
CUST1636,26.0,Male,UAE National,No
CUST1637,23.0,Female,Expat,No
CUST1638,,Male,Expat,No
CUST1639,30.0,Female,Expat,No
CUST1640,29.0,Male,Expat,Yes
CUST1641,32.0,Male,Expat,No
CUST1642,26.0,Female,Expat,No
CUST1643,45.0,Male,Expat,No
CUST1644,,Male,Expat,Yes
CUST1645,26.0,Female,Expat,No
CUST1646,33.0,Male,Expat,No
CUST1647,31.0,Female,Expat,No
CUST1648,42.0,Female,Expat,No
CUST1649,34.0,Male,Expat,No
CUST1650,25.0,Female,Expat,No
CUST1651,31.0,Male,Expat,No
CUST1652,33.0,Female,Expat,Yes
CUST1653,42.0,Female,UAE National,No
CUST1654,41.0,Female,Expat,Yes
CUST1655,31.0,Male,Expat,Yes
CUST1656,30.0,Male,Expat,Yes
CUST1657,44.0,Female,Expat,Yes
CUST1658,,Male,UAE National,Yes
CUST1659,21.0,Female,UAE National,No
CUST1660,31.0,Male,Expat,No
CUST1661,24.0,Female,UAE National,Yes
CUST1662,39.0,Female,Expat,Yes
CUST1663,31.0,Male,Expat,No
CUST1664,23.0,Female,Expat,Yes
CUST1665,30.0,Female,Expat,No
CUST1666,39.0,Female,Expat,Yes
CUST1667,29.0,Male,UAE National,No
CUST1668,37.0,Male,UAE National,No
CUST1669,,Female,Expat,No
CUST1670,18.0,Female,Expat,Yes
CUST1671,36.0,Female,Expat,No
CUST1672,25.0,Male,Expat,Yes
CUST1673,33.0,Female,Expat,No
CUST1674,27.0,Female,Expat,Yes
CUST1675,29.0,Male,UAE National,No
CUST1676,38.0,Female,Expat,Yes
CUST1677,33.0,Male,Expat,No
CUST1678,29.0,Male,Expat,Yes
CUST1679,32.0,Male,Expat,No
CUST1680,47.0,Male,Expat,No
CUST1681,50.0,Female,Expat,No
CUST1682,52.0,Male,UAE National,Yes
CUST1683,31.0,Male,Expat,No
CUST1684,42.0,Male,Expat,Yes
CUST1685,27.0,Female,Expat,Yes
CUST1686,31.0,Female,Expat,No
CUST1687,44.0,Male,Expat,Yes
CUST1688,25.0,Male,Expat,No
CUST1689,26.0,Male,Expat,Yes
CUST1690,18.0,Female,Expat,No
CUST1691,36.0,Female,Expat,No
CUST1692,40.0,Male,Expat,No
CUST1693,33.0,Female,Expat,Yes
CUST1694,18.0,Female,Expat,No
CUST1695,24.0,Male,Expat,No
CUST1696,25.0,Female,UAE National,No
CUST1697,22.0,Female,UAE National,No
CUST1698,47.0,Male,Expat,Yes
CUST1699,34.0,Female,Expat,Yes
CUST1700,19.0,Male,Expat,Yes
CUST1701,22.0,Male,Expat,Yes
CUST1702,21.0,Female,Expat,No
CUST1703,18.0,Female,UAE National,Yes
CUST1704,38.0,Female,Expat,Yes
CUST1705,44.0,Female,Expat,Yes
CUST1706,25.0,Female,Expat,No
CUST1707,37.0,Male,Expat,No
CUST1708,,Male,Expat,Yes
CUST1709,27.0,Male,Expat,No
CUST1710,23.0,Male,Expat,Yes
CUST1711,26.0,Female,Expat,No
CUST1712,26.0,Male,Expat,Yes
CUST1713,34.0,Female,Expat,No
CUST1714,31.0,Male,Expat,Yes
CUST1715,22.0,Female,Expat,No
CUST1716,24.0,Male,Expat,No
CUST1717,43.0,Female,Expat,Yes
CUST1718,23.0,Female,Expat,No
CUST1719,18.0,Male,Expat,No
CUST1720,24.0,Female,Expat,Yes
CUST1721,28.0,Female,Expat,No
CUST1722,18.0,Male,Expat,No
CUST1723,,Female,Expat,No
CUST1724,35.0,Female,Expat,Yes
CUST1725,44.0,Female,Expat,Yes
CUST1726,33.0,Male,Expat,No
CUST1727,39.0,Male,Expat,Yes
CUST1728,18.0,Male,Expat,Yes
CUST1729,31.0,Male,Expat,Yes
CUST1730,23.0,Male,Expat,No
CUST1731,31.0,Male,UAE National,No
CUST1732,37.0,Female,Expat,No
CUST1733,36.0,Female,Expat,No
CUST1734,46.0,Female,Expat,No
CUST1735,,Female,Expat,Yes
CUST1736,39.0,Male,Expat,Yes
CUST1737,,Female,Expat,Yes
CUST1738,35.0,Female,Expat,No
CUST1739,25.0,Female,Expat,Yes
CUST1740,32.0,Female,Expat,No
CUST1741,40.0,Male,Expat,No
CUST1742,35.0,Male,UAE National,Yes
CUST1743,40.0,Female,Expat,Yes
CUST1744,28.0,Male,Expat,Yes
CUST1745,27.0,Female,UAE National,No
CUST1746,27.0,Female,Expat,No
CUST1747,34.0,Female,Expat,No
CUST1748,34.0,Male,Expat,Yes
CUST1749,30.0,Female,Expat,No
CUST1750,42.0,Male,Expat,Yes
CUST1751,42.0,Female,Expat,No
CUST1752,27.0,Male,UAE National,Yes
CUST1753,31.0,Female,Expat,No
CUST1754,,Female,Expat,Yes
CUST1755,38.0,Female,Expat,No
CUST1756,31.0,Female,Expat,No
CUST1757,31.0,Male,Expat,No
CUST1758,33.0,Male,Expat,No
CUST1759,24.0,Male,Expat,Yes
CUST1760,39.0,Male,Expat,No
CUST1761,40.0,Male,Expat,No
CUST1762,34.0,Male,Expat,No
CUST1763,39.0,Female,Expat,Yes
CUST1764,36.0,Male,Expat,No
CUST1765,34.0,Female,UAE National,Yes
CUST1766,19.0,Male,Expat,No
CUST1767,30.0,Male,Expat,Yes
CUST1768,,Female,Expat,Yes
CUST1769,,Male,Expat,No
CUST1770,41.0,Female,Expat,Yes
CUST1771,32.0,Male,Expat,No
CUST1772,26.0,Female,Expat,Yes
CUST1773,27.0,Female,Expat,Yes
CUST1774,39.0,Male,Expat,Yes
CUST1775,37.0,Male,Expat,No
CUST1776,43.0,Male,Expat,No
CUST1777,25.0,Male,Expat,Yes
CUST1778,29.0,Male,Expat,No
CUST1779,22.0,Male,UAE National,Yes
CUST1780,35.0,Female,Expat,No
CUST1781,37.0,Female,Expat,No
CUST1782,39.0,Female,Expat,No
CUST1783,39.0,Male,UAE National,Yes
CUST1784,21.0,Male,UAE National,Yes
CUST1785,36.0,Female,Expat,Yes
CUST1786,25.0,Female,Expat,No
CUST1787,28.0,Male,UAE National,No
CUST1788,29.0,Female,Expat,No
CUST1789,22.0,Male,Expat,Yes
CUST1790,37.0,Male,Expat,No
CUST1791,27.0,Male,Expat,No
CUST1792,18.0,Female,UAE National,Yes
CUST1793,38.0,Male,Expat,Yes
CUST1794,18.0,Female,UAE National,Yes
CUST1795,34.0,Male,UAE National,No
CUST1796,26.0,Male,Expat,No
CUST1797,33.0,Female,Expat,Yes
CUST1798,35.0,Male,Expat,Yes
CUST1799,42.0,Male,Expat,Yes
CUST1800,29.0,Female,Expat,No
CUST1801,42.0,Male,Expat,No
CUST1802,21.0,Male,Expat,No
CUST1803,39.0,Male,Expat,No
CUST1804,31.0,Female,Expat,No
CUST1805,40.0,Female,Expat,No
CUST1806,41.0,Male,UAE National,No
CUST1807,30.0,Male,Expat,No
CUST1808,33.0,Female,UAE National,Yes
CUST1809,18.0,Female,Expat,Yes
CUST1810,18.0,Female,Expat,No
CUST1811,33.0,Male,UAE National,No
CUST1812,31.0,Female,Expat,Yes
CUST1813,33.0,Female,Expat,No
CUST1814,37.0,Female,Expat,No
CUST1815,43.0,Male,Expat,Yes
CUST1816,20.0,Female,Expat,Yes
CUST1817,45.0,Female,Expat,Yes
CUST1818,19.0,Female,Expat,No
CUST1819,26.0,Female,Expat,No
CUST1820,25.0,Female,UAE National,No
CUST1821,28.0,Male,Expat,No
CUST1822,34.0,Male,UAE National,Yes
CUST1823,29.0,Male,Expat,No
CUST1824,28.0,Male,Expat,Yes
CUST1825,32.0,Male,Expat,No
CUST1826,32.0,Male,Expat,No
CUST1827,29.0,Male,Expat,Yes
CUST1828,30.0,Female,Expat,No
CUST1829,41.0,Male,UAE National,No
CUST1830,31.0,Female,Expat,No
CUST1831,42.0,Female,Expat,Yes
CUST1832,20.0,Male,Expat,No
CUST1833,42.0,Male,UAE National,No
CUST1834,31.0,Female,Expat,No
CUST1835,45.0,Male,UAE National,No
CUST1836,20.0,Male,Expat,Yes
CUST1837,26.0,Male,Expat,No
CUST1838,26.0,Male,Expat,No
CUST1839,29.0,Male,Expat,No
CUST1840,40.0,Male,Expat,Yes
CUST1841,22.0,Female,Expat,No
CUST1842,50.0,Male,Expat,No
CUST1843,45.0,Female,Expat,Yes
CUST1844,28.0,Female,Expat,No
CUST1845,37.0,Male,Expat,No
CUST1846,21.0,Female,Expat,Yes
CUST1847,27.0,Female,UAE National,No
CUST1848,47.0,Male,Expat,No
CUST1849,31.0,Female,Expat,No
CUST1850,33.0,Female,Expat,No
CUST1851,45.0,Female,Expat,No
CUST1852,28.0,Male,Expat,Yes
CUST1853,34.0,Female,Expat,Yes
CUST1854,30.0,Male,UAE National,No
CUST1855,23.0,Female,Expat,Yes
CUST1856,32.0,Male,Expat,No
CUST1857,26.0,Female,Expat,Yes
CUST1858,37.0,Female,Expat,No
CUST1859,36.0,Female,Expat,Yes
CUST1860,18.0,Male,UAE National,No
CUST1861,24.0,Male,Expat,No
CUST1862,33.0,Male,Expat,No
CUST1863,39.0,Female,Expat,No
CUST1864,37.0,Male,Expat,No
CUST1865,22.0,Male,Expat,No
CUST1866,25.0,Female,Expat,No
CUST1867,26.0,Male,Expat,Yes
CUST1868,26.0,Female,Expat,Yes
CUST1869,21.0,Male,Expat,Yes
CUST1870,22.0,Female,Expat,No
CUST1871,,Male,Expat,Yes
CUST1872,28.0,Male,Expat,No
CUST1873,32.0,Male,Expat,Yes
CUST1874,28.0,Male,Expat,No
CUST1875,41.0,Female,Expat,No
CUST1876,35.0,Female,Expat,Yes
CUST1877,36.0,Male,Expat,No
CUST1878,33.0,Female,Expat,No
CUST1879,22.0,Male,Expat,Yes
CUST1880,32.0,Female,UAE National,No
CUST1881,29.0,Male,Expat,No
CUST1882,18.0,Female,Expat,No
CUST1883,48.0,Male,Expat,No
CUST1884,31.0,Female,Expat,Yes
CUST1885,44.0,Female,Expat,Yes
CUST1886,23.0,Male,UAE National,No
CUST1887,34.0,Female,Expat,Yes
CUST1888,38.0,Male,Expat,No
CUST1889,27.0,Female,UAE National,No
CUST1890,27.0,Male,Expat,No
CUST1891,35.0,Male,Expat,Yes
CUST1892,36.0,Male,Expat,Yes
CUST1893,29.0,Male,Expat,Yes
CUST1894,41.0,Male,Expat,Yes
CUST1895,27.0,Female,Expat,Yes
CUST1896,34.0,Female,Expat,Yes
CUST1897,40.0,Female,Expat,Yes
CUST1898,28.0,Female,Expat,No
CUST1899,34.0,Female,Expat,No
CUST1900,32.0,Male,Expat,Yes
CUST1901,37.0,Female,Expat,No
CUST1902,41.0,Male,Expat,No
CUST1903,31.0,Male,Expat,Yes
CUST1904,19.0,Female,Expat,No
CUST1905,35.0,Male,Expat,Yes
CUST1906,24.0,Male,Expat,No
CUST1907,27.0,Male,Expat,Yes
CUST1908,49.0,Female,Expat,Yes
CUST1909,46.0,Female,Expat,No
CUST1910,25.0,Male,Expat,No
CUST1911,25.0,Female,Expat,Yes
CUST1912,31.0,Female,Expat,No
CUST1913,29.0,Female,Expat,No
CUST1914,29.0,Female,Expat,No
CUST1915,35.0,Female,Expat,No
CUST1916,31.0,Female,Expat,Yes
CUST1917,21.0,Female,Expat,No
CUST1918,37.0,Female,UAE National,No
CUST1919,30.0,Female,Expat,No
CUST1920,28.0,Male,Expat,Yes
CUST1921,33.0,Female,Expat,No
CUST1922,32.0,Male,Expat,Yes
CUST1923,43.0,Female,Expat,Yes
CUST1924,33.0,Male,Expat,Yes
CUST1925,44.0,Male,Expat,Yes
CUST1926,33.0,Male,Expat,No
CUST1927,36.0,Female,Expat,Yes
CUST1928,34.0,Female,Expat,Yes
CUST1929,35.0,Male,Expat,No
CUST1930,32.0,Female,Expat,No
CUST1931,36.0,Female,Expat,Yes
CUST1932,26.0,Female,Expat,No
CUST1933,35.0,Male,Expat,Yes
CUST1934,21.0,Male,Expat,No
CUST1935,26.0,Female,Expat,No
CUST1936,,Female,Expat,Yes
CUST1937,27.0,Male,Expat,No
CUST1938,33.0,Male,Expat,No
CUST1939,28.0,Male,Expat,Yes
CUST1940,28.0,Male,Expat,Yes
CUST1941,36.0,Female,Expat,Yes
CUST1942,36.0,Female,Expat,Yes
CUST1943,41.0,Male,Expat,No
CUST1944,36.0,Male,Expat,Yes
CUST1945,28.0,Female,Expat,Yes
CUST1946,35.0,Female,Expat,No
CUST1947,26.0,Female,UAE National,No
CUST1948,34.0,Male,Expat,Yes
CUST1949,31.0,Female,Expat,Yes
CUST1950,26.0,Female,Expat,Yes
CUST1951,28.0,Male,Expat,Yes
CUST1952,35.0,Female,Expat,Yes
CUST1953,24.0,Male,Expat,Yes
CUST1954,36.0,Female,Expat,No
CUST1955,42.0,Female,Expat,No
CUST1956,18.0,Female,Expat,Yes
CUST1957,35.0,Male,Expat,No
CUST1958,40.0,Female,UAE National,No
CUST1959,32.0,Male,UAE National,No
CUST1960,24.0,Female,Expat,No
CUST1961,37.0,Male,Expat,Yes
CUST1962,39.0,Male,Expat,Yes
CUST1963,31.0,Female,Expat,No
CUST1964,30.0,Male,Expat,No
CUST1965,29.0,Female,Expat,No
CUST1966,29.0,Male,Expat,No
CUST1967,35.0,Female,Expat,Yes
CUST1968,32.0,Male,Expat,No
CUST1969,49.0,Female,Expat,No
CUST1970,41.0,Female,Expat,Yes
CUST1971,35.0,Male,Expat,No
CUST1972,28.0,Male,Expat,No
CUST1973,40.0,Male,Expat,No
CUST1974,33.0,Male,UAE National,No
CUST1975,36.0,Male,Expat,Yes
CUST1976,30.0,Female,UAE National,No
CUST1977,33.0,Male,Expat,Yes
CUST1978,28.0,Male,Expat,No
CUST1979,27.0,Female,Expat,No
CUST1980,42.0,Male,Expat,Yes
CUST1981,27.0,Female,Expat,No
CUST1982,41.0,Female,Expat,Yes
CUST1983,33.0,Female,Expat,No
CUST1984,34.0,Female,Expat,Yes
CUST1985,56.0,Male,Expat,Yes
CUST1986,37.0,Female,Expat,Yes
CUST1987,24.0,Male,UAE National,Yes
CUST1988,18.0,Female,Expat,No
CUST1989,18.0,Male,Expat,No
CUST1990,32.0,Male,Expat,Yes
CUST1991,24.0,Female,Expat,No
CUST1992,25.0,Male,Expat,No
CUST1993,,Male,Expat,Yes
CUST1994,32.0,Male,Expat,No
CUST1995,34.0,Female,Expat,No
CUST1996,38.0,Female,Expat,No
CUST1997,33.0,Female,Expat,No
CUST1998,28.0,Female,UAE National,No
CUST1999,33.0,Female,Expat,No
CUST2000,18.0,Female,Expat,Yes
